Index,QQQ.Open,QQQ.High,QQQ.Low,QQQ.Close,QQQ.Volume,QQQ.Adjusted
6/30/99,25.33061138,26.72762787,25.03101758,25.69642638,19467600,51.392841
7/1/99,25.78003731,26.01693495,25.33411234,25.87060378,6822600,51.741203
7/2/99,25.86364824,26.22596228,25.86364824,26.19809197,3302000,52.396172
7/6/99,26.33744352,26.60221147,25.89151855,26.0308701,8794800,52.061737
7/7/99,26.01693495,26.18415681,25.83577793,26.07267557,10520000,52.145344
7/8/99,26.07267557,26.52903474,25.94725917,26.42105445,11225000,52.842098
7/9/99,26.51860054,26.71369271,26.32350836,26.6858224,4206800,53.371635
7/12/99,26.78336849,26.92272004,26.39318414,26.54647085,7816200,53.09293
7/13/99,26.42105445,26.51860054,26.21202712,26.42105445,6230000,52.842098
7/14/99,26.6858224,26.92272004,26.30957321,26.87045808,6909400,53.740913
7/15/99,26.96452551,27.11781222,26.81471746,27.11781222,6539800,54.235626
7/16/99,27.13174737,27.52193172,27.12129088,27.36864501,4913800,54.737274
7/19/99,27.48012625,27.48012625,26.98193932,27.08994191,6833000,54.179874
7/20/99,26.75897684,26.79730365,25.97512948,26.04480526,14837400,52.0896
7/21/99,26.10054588,26.3966628,25.89151855,26.17022166,10980400,52.340431
7/22/99,26.17022166,26.17022166,25.43165843,25.50481286,15148400,51.009621
7/23/99,25.69642638,25.80440666,25.27837172,25.54313967,12115000,51.086269
7/26/99,25.19476079,25.47346389,24.87425221,24.91605768,10720000,49.832108
7/27/99,25.41772327,25.80790762,25.20171632,25.41772327,13732800,50.835438
7/28/99,25.72429669,26.05874041,25.39333162,25.9158879,10161800,51.831768
7/29/99,25.43165843,25.64068576,25.11114985,25.36198265,13033800,50.723953
7/30/99,25.47346389,25.752167,25.19823945,25.23656625,10947400,50.473125
8/2/99,25.27837172,25.78003731,25.06934439,25.16689047,9642400,50.333767
8/3/99,25.5117684,25.51526936,24.63735457,25.00314727,13005000,50.006287
8/4/99,25.00314727,25.19125983,24.52935199,24.55024268,13227600,49.100475
8/5/99,24.55374364,24.94042703,23.96846712,24.94042703,18695200,49.88084
8/6/99,24.76277097,25.2226311,24.49800302,24.67218042,12392200,49.344353
8/9/99,24.76277097,24.83244675,24.30638951,24.35515051,7983400,48.710285
8/10/99,24.28897569,24.46663175,23.60615308,24.13568898,16767200,48.27137
8/11/99,24.5676788,24.9717983,24.19838514,24.92999283,13101400,49.859985
8/12/99,25.02753892,25.19476079,24.58161395,24.63735457,12715000,49.274704
8/13/99,25.15295532,25.73823184,25.11114985,25.71036153,14342600,51.420708
8/16/99,25.69642638,26.00299979,25.52920451,25.9158879,11470600,51.831768
8/17/99,26.14235135,26.17022166,25.57100998,26.04480526,11408400,52.0896
8/18/99,25.91938886,26.23989743,25.65462091,25.752167,7035200,51.504326
8/19/99,25.51526936,25.69642638,25.28185038,25.44559358,10157800,50.891182
8/20/99,25.47346389,25.84971308,25.33411234,25.84971308,6920800,51.699425
8/23/99,26.08661072,26.67188725,26.02736915,26.67188725,9652000,53.343769
8/24/99,26.47679507,27.14568253,26.42453311,26.85304427,13891400,53.70607
8/25/99,27.02026613,27.53586688,26.72762787,27.42438563,11352000,54.84877
8/26/99,27.42438563,27.52193172,26.9261987,26.96800417,9753000,53.935997
8/27/99,27.17005188,27.17355284,26.63008178,26.69975756,9635400,53.399506
8/30/99,26.8112388,26.89484973,26.25383259,26.32350836,10141600,52.646999
8/31/99,26.50466538,26.78336849,25.91938886,26.61614663,14590400,53.232277
9/1/99,26.78336849,27.03420129,26.61614663,26.80773784,10752000,53.615475
9/2/99,26.30957321,26.85304427,26.25383259,26.71369271,14583200,53.427383
9/3/99,27.48012625,27.95042058,27.38258017,27.93998638,14195400,55.879959
9/7/99,27.88424576,28.16294886,27.77276452,27.81456998,9009000,55.629135
9/8/99,27.64734812,27.92605122,27.2153583,27.43832079,14303400,54.876644
9/9/99,27.45225594,27.89818091,27.31290439,27.82850514,12677600,55.657001
9/10/99,28.20475433,28.42421586,27.88424576,28.14901371,10251000,56.298016
9/13/99,28.1211434,28.17688402,27.66128327,27.81106903,7240800,55.62212
9/14/99,27.70308874,28.15944791,27.64734812,27.96435573,10022600,55.928707
9/15/99,28.31273462,28.31273462,27.39651532,27.42438563,16096000,54.84877
9/16/99,27.41045048,27.66128327,26.84258777,27.41045048,15371000,54.820892
9/17/99,27.66128327,28.28836526,27.61947781,28.23262464,14506400,56.465244
9/20/99,28.31623557,28.42771682,28.10720824,28.29879946,6187200,56.597591
9/21/99,28.05146762,28.10720824,27.53934554,27.61947781,12265800,55.238945
9/22/99,27.66128327,28.05842316,27.32683955,27.91211607,12441800,55.824238
9/23/99,28.20475433,28.26049495,26.59175498,26.75549818,19766000,53.51099
9/24/99,26.58827632,26.89484973,26.14235135,26.79032403,23570800,53.580654
9/27/99,27.17355284,27.36864501,26.89484973,26.97846066,12608800,53.956905
9/28/99,26.84258777,27.20142315,26.26776774,27.10387706,20622000,54.207748
9/29/99,27.10387706,27.29896924,26.56040601,26.56040601,15557000,53.120808
9/30/99,26.8112388,27.11781222,26.47679507,26.83910911,17604200,53.678196
10/1/99,26.47679507,26.84954331,26.19809197,26.84954331,19607400,53.699066
10/4/99,26.99239582,27.54980203,26.83910911,27.45225594,12434200,54.904514
10/5/99,27.54980203,27.98179185,27.0620716,27.64734812,19526400,55.294689
10/6/99,27.81456998,28.24305884,27.39301437,28.20125337,19098200,56.402504
10/7/99,28.35804104,28.49389164,27.92605122,28.13507855,22013600,56.270157
10/8/99,28.02359731,28.51132775,27.64734812,28.43119548,22523200,56.862373
10/11/99,28.51132775,28.84577147,28.44165197,28.83183632,13016000,57.663662
10/12/99,28.73429023,28.96421004,28.09327309,28.17688402,20182800,56.353752
10/13/99,27.85637545,28.19081918,27.22929346,27.3407747,22570600,54.681545
10/14/99,27.43832079,27.70308874,26.99239582,27.51147523,22130400,55.022945
10/15/99,26.8112388,27.20142315,26.53601436,26.69975756,33703000,53.399506
10/18/99,26.72762787,26.82517396,25.60235895,26.36181287,24714800,52.723629
10/19/99,26.6474956,26.78336849,26.05874041,26.50466538,26657200,53.009323
10/20/99,26.90878489,27.53236592,26.64401694,27.31290439,22486400,54.625801
10/21/99,26.86697942,27.75882936,26.67188725,27.75882936,22454800,55.517658
10/22/99,27.92255027,28.20475433,27.53586688,27.63341296,16589400,55.266819
10/25/99,27.50799657,27.95042058,27.39651532,27.64734812,13855400,55.294689
10/26/99,27.98179185,28.13507855,27.36864501,27.42438563,13542400,54.84877
10/27/99,27.35470986,27.48012625,26.95406901,27.38258017,15225200,54.765148
10/28/99,27.81456998,28.42771682,27.56373719,28.33017073,14103800,56.660332
10/29/99,28.98512303,29.54252924,28.88757694,29.31956675,1.90E+07,58.639133
11/1/99,29.31956675,29.66794564,29.12795146,29.16628005,9681800,58.332554
11/2/99,29.31956675,29.68188079,29.07221084,29.18369208,12834800,58.367374
11/3/99,29.59826986,29.93271359,29.51465893,29.76549172,18752600,59.530952
11/4/99,30.18004543,30.239287,29.77942688,30.09993545,20048600,60.19989
11/5/99,30.71308228,30.86636899,30.40650887,30.40650887,15134600,60.813015
11/8/99,30.51799011,31.12763599,30.42044402,31.0196557,10890800,62.039318
11/9/99,31.2704885,31.32622912,30.54586042,30.81062837,14629800,61.62125
11/10/99,30.82456353,31.47951583,30.68521197,31.21474788,16561000,62.429482
11/11/99,31.5491916,31.81395955,31.2704885,31.77215409,18501400,63.544281
11/12/99,31.93937595,32.21807906,30.93604477,32.19020875,28646600,64.380386
11/15/99,32.21807906,32.3295603,31.96724626,32.12749029,10909400,64.254967
11/16/99,32.24594937,33.09599384,32.10659782,32.94270713,19126400,65.885422
11/17/99,32.94270713,33.08553556,32.3295603,32.49678216,21683600,64.993538
11/18/99,32.71974465,33.49313551,32.52465247,33.49313551,17738400,66.986259
11/19/99,33.34682664,33.84849223,33.22141024,33.79275161,17939400,67.585503
11/22/99,33.86242738,34.55918515,33.27715086,33.27715086,18841800,66.554314
11/23/99,34.08538987,34.11326018,33.109929,33.43043757,24047600,66.860847
11/24/99,33.52798366,34.66716543,33.17960477,34.53131484,18617800,69.062607
11/26/99,34.96330465,35.13052652,34.50344453,34.64279608,8045200,69.285576
11/29/99,34.5731203,34.86575856,34.02964925,34.07145471,20485200,68.142891
11/30/99,34.14113049,34.19687111,32.77548527,32.77548527,23702400,65.55098
12/1/99,33.13779931,33.65340005,32.88696651,33.48617819,23205800,66.972343
12/2/99,33.61159459,34.61492577,33.5906816,34.54872687,17229200,69.097443
12/3/99,35.36742416,35.7576085,35.18626714,35.28381322,21444600,70.567627
12/6/99,35.41966382,35.89696006,35.08872105,35.6043218,16018400,71.208626
12/7/99,35.71580304,35.85515459,35.15489587,35.6043218,23397000,71.208626
12/8/99,35.61475599,35.8934591,35.08872105,35.17233198,19563000,70.344635
12/9/99,35.67399757,35.86908975,34.44770391,35.33955385,28445400,70.679115
12/10/99,35.63219211,35.7576085,34.83788825,35.63219211,20428400,71.264389
12/13/99,35.51025259,36.26970829,35.353489,36.11642159,16209200,72.232834
12/14/99,36.0084413,36.21746863,35.2280726,35.46497024,27760200,70.929932
12/15/99,35.06085074,36.14779285,34.75427732,36.14779285,31797200,72.295586
12/16/99,36.62158813,37.12325372,36.45436627,37.03964279,27219600,74.079269
12/17/99,37.68065994,37.8478818,37.2033637,37.36015136,23892400,74.720306
12/20/99,37.63885447,38.01510366,37.3183459,37.8478818,15392000,75.695732
12/21/99,37.95936304,39.88241447,37.74335788,39.88241447,26003800,79.764824
12/22/99,39.77093323,39.82667385,38.99056453,39.75699808,22313600,79.514
12/23/99,40.07400569,40.467691,39.6873223,40.23079336,17543600,80.461571
12/27/99,40.27259882,40.28653398,39.19959186,39.99389572,19281800,79.98777
12/28/99,40.02176603,40.35620975,39.49223013,39.74306292,15346400,79.48613
12/29/99,40.13324727,41.24805969,40.07750665,41.24805969,16512600,82.496132
12/30/99,41.74972528,41.80546591,40.80213472,40.80213472,21887000,81.604271
12/31/99,41.30380031,41.55463311,40.7463941,40.7463941,14464400,81.492783
1/3/00,42.89240802,42.89240802,40.467691,42.25139087,36345200,84.502769
1/4/00,41.02509721,41.69398466,39.21352702,39.35287857,33786600,78.705734
1/5/00,39.01843484,39.96602541,37.56917869,38.34954739,42496600,76.699066
1/6/00,38.73973174,39.24139733,35.56251633,35.71580304,37134800,71.43161
1/7/00,36.98390217,40.13324727,36.78881,40.13324727,28138200,80.266464
1/10/00,40.57917224,41.88907684,40.10537696,41.24805969,29675600,82.496132
1/11/00,40.91361597,41.41528156,38.79547236,39.24139733,32546600,78.482811
1/12/00,39.6873223,39.79530258,38.34954739,38.3774177,29050000,76.754814
1/13/00,39.46435981,40.80213472,38.83029999,40.69065348,25165200,81.381294
1/14/00,41.47102218,41.74972528,41.02509721,41.63824404,21898600,83.276474
1/18/00,41.05296752,42.11203932,40.77426441,41.86120653,16752400,83.722412
1/19/00,41.69048371,42.80879709,41.21668843,42.80879709,19006000,85.617584
1/20/00,42.5858346,43.19898144,41.92042402,42.39074243,25958000,84.781464
1/21/00,43.03175957,43.05962988,42.39074243,42.92027833,18698200,85.840561
1/24/00,43.44981423,43.53342516,40.56523708,40.85787534,28340400,81.715729
1/25/00,40.96935659,41.96918681,39.86847932,41.47102218,33276200,82.942024
1/26/00,41.58250342,41.61037373,39.6873223,39.79880354,23095600,79.59758
1/27/00,40.91361597,41.24805969,39.07417547,40.38408006,30739200,80.76815
1/28/00,40.13324727,40.3422746,37.79214118,38.34954739,35313800,76.699066
1/31/00,38.29380677,40.13324727,37.23473497,39.99389572,36014600,79.98777
2/1/00,39.92421994,41.24805969,39.4364895,41.06690267,26417600,82.13382
2/2/00,41.13657845,42.23745572,41.06690267,41.41528156,26169200,82.830582
2/3/00,42.0562987,43.08750019,41.15051361,43.03175957,30579800,86.063522
2/4/00,43.25472206,43.80862731,42.90634317,43.32439783,26640000,86.648788
2/7/00,43.3662033,43.97935013,42.92027833,43.92360951,17761000,87.847191
2/8/00,44.31379386,45.87453125,44.31379386,45.76305001,21999400,91.526108
2/9/00,45.51221722,45.57143471,44.03509075,44.146572,27258200,88.293137
2/10/00,44.50888603,45.59582815,43.94797886,45.59582815,26341600,91.191643
2/11/00,45.51221722,45.51221722,43.70064703,44.53675634,24876000,89.073494
2/14/00,44.58899601,44.59249697,43.58916578,44.48101572,22814600,88.961998
2/15/00,44.11870169,44.87120007,42.75305647,44.8015243,30572800,89.60302
2/16/00,44.5506915,45.34499535,44.28592355,44.59249697,25310600,89.184982
2/17/00,45.12203287,46.04175312,44.4252751,45.54008753,30080200,91.080154
2/18/00,45.76305001,45.93027187,43.8957392,43.8957392,25271200,87.791473
2/22/00,44.146572,44.56462665,42.92027833,44.03509075,37226200,88.070145
2/23/00,44.44964446,46.82212181,44.21624777,46.48767809,32170800,92.975319
2/24/00,46.76638119,47.62685986,45.4843469,47.49100927,48868200,94.982002
2/25/00,47.35165772,47.93693424,46.32045622,46.40406715,32617600,92.808128
2/28/00,46.04175312,47.12869523,44.81545945,46.37619684,38216200,92.752403
2/29/00,47.15656554,47.75577722,46.7942515,47.60249051,23978600,95.204956
3/1/00,47.825453,48.41072952,47.49100927,47.99267486,24468400,95.985329
3/2/00,48.18776703,48.24350765,46.71064057,46.88133931,32739200,93.76268
3/3/00,48.15989672,49.55341225,47.71397175,49.52554194,32017200,99.051071
3/6/00,49.83211536,50.48706766,49.1632279,49.91572629,23268400,99.831421
3/7/00,50.75183561,50.77970592,48.49434045,49.1632279,39471000,98.326454
3/8/00,49.49767163,49.9435966,47.39346318,49.60915287,43512600,99.21833
3/9/00,49.59521772,51.504334,48.64762716,51.28137151,30101400,102.562775
3/10/00,51.22563089,51.92238865,50.61596093,51.05840903,29750600,102.116798
3/13/00,49.05174666,50.89118716,48.84271933,49.72063412,37544200,99.441261
3/14/00,50.27804033,50.55674343,46.82212181,47.88119362,39106800,95.762367
3/15/00,47.49100927,47.71397175,45.42860628,45.87453125,51202600,91.749069
3/16/00,46.98934368,48.71730293,45.03842194,48.49434045,55282200,96.988655
3/17/00,48.15989672,49.52554194,48.13202641,49.4140607,31422400,98.828125
3/20/00,98.99534326,99.44126823,94.75905605,96.04109034,21167200,96.041077
3/21/00,94.64757481,99.83145258,92.36220934,99.66423072,33435100,99.664215
3/22/00,101.2249681,103.4266754,99.10682451,101.6708931,24370200,101.670876
3/23/00,102.1028151,105.0153304,101.2807087,103.454593,19227400,103.45459
3/24/00,104.7783649,107.4679177,102.5766577,104.8481085,22063000,104.848076
3/27/00,105.2382928,106.5760677,104.4579241,105.0153304,11752600,105.015327
3/28/00,104.33244,105.071071,100.8905244,102.3397805,18336300,102.339752
3/29/00,102.8971867,102.9529274,98.10349332,98.10349332,27189500,98.103508
3/30/00,95.65090599,100.5560807,92.30646872,95.65090599,42328700,95.650871
3/31/00,96.44518933,98.66089954,92.75239369,97.65756835,31349900,97.657562
4/3/00,96.1107456,97.32312463,89.85388139,91.80480313,31551300,91.804817
4/4/00,92.41794996,92.69665307,78.76149777,90.91295319,66213000,90.912949
4/5/00,86.95536908,92.69665307,85.84055666,89.29647517,37631500,89.296471
4/6/00,91.30313754,92.64091245,88.96203145,91.41461878,30499900,91.414612
4/7/00,92.86387493,95.76238723,91.52610002,95.09349978,20645500,95.093475
4/10/00,95.98534972,96.04109034,88.51610648,89.29647517,26988200,89.296471
4/11/00,86.62092536,90.52276884,84.78148486,87.17833157,34497100,87.178314
4/12/00,87.06685033,88.07018151,80.48945702,82.05019442,34824400,82.050186
4/13/00,82.77482249,85.61759417,78.48279466,78.48279466,46330500,78.482811
4/14/00,76.7548354,78.92871963,69.56429527,71.68243887,60851300,71.682434
4/17/00,69.57820991,80.26649454,69.56429527,79.93205081,55398500,79.932037
4/18/00,79.80656663,82.94204436,77.92538845,82.05019442,36260900,82.050186
4/19/00,82.49611939,83.49945057,79.43038522,79.54186646,28082500,79.54184
4/20/00,80.60093827,81.1304269,76.7548354,77.8139072,21255600,77.813911
4/24/00,74.41372931,76.03020733,71.2365139,75.58428236,31190900,75.584267
4/25/00,77.14501975,80.71241951,76.69909478,80.68450193,28663200,80.684509
4/26/00,80.82390075,82.42637583,77.70242596,77.92538845,25688300,77.925392
4/27/00,74.9153949,82.48211645,73.35465751,81.38130696,37010400,81.381294
4/28/00,83.44370995,84.50278175,82.16167566,84.50278175,24828400,84.502769
5/1/00,85.39463169,86.39796287,84.05685678,85.28315045,23205700,85.283142
5/2/00,84.61426299,85.28315045,80.04353205,80.37797578,20307900,80.377968
5/3/00,79.82056957,80.48945702,76.26708445,79.48612584,26589700,79.48613
5/4/00,79.3746446,80.93538199,78.14835093,79.6533477,17750700,79.653343
5/5/00,78.5942759,82.32889752,78.5106177,81.54852883,20571200,81.548531
5/8/00,80.71241951,80.93538199,78.25983217,78.37131342,13903000,78.371315
5/9/00,78.92871963,79.48612584,75.19409801,76.69909478,19825800,76.699066
5/10/00,75.24983863,75.79324191,70.90207018,71.12503266,34847500,71.125023
5/11/00,73.80058248,76.03020733,72.12836384,75.47280111,24709700,75.472771
5/12/00,76.14168857,78.09261031,74.9153949,75.47280111,17832000,75.472771
5/15/00,75.64002298,79.04020087,73.68910124,78.76149777,17950800,78.761505
5/16/00,80.26649454,81.60426945,78.53853528,80.99112261,23758800,80.991112
5/17/00,79.59760708,80.71241951,78.25983217,79.31890398,20339400,79.318916
5/18/00,79.3746446,79.69508539,76.14168857,76.4761323,19063000,76.476112
5/19/00,74.69243242,75.80724484,72.51854819,72.85299192,28178100,72.852974
5/22/00,72.7972513,73.35465751,67.40432568,72.7972513,43879800,72.797249
5/23/00,72.57428881,73.68910124,66.21985799,66.72152358,31898500,66.721519
5/24/00,66.88874545,71.2365139,64.43615812,70.90207018,49476000,70.902077
5/25/00,71.57095763,73.35465751,68.22652036,69.34133278,29632700,69.341316
5/26/00,69.34133278,70.67910769,67.5576329,69.34133278,18203200,69.341316
5/30/00,71.34799514,76.64335416,71.34799514,76.30891043,31590400,76.308929
5/31/00,75.33340229,77.29823868,73.80058248,74.13502621,29675400,74.135025
6/1/00,75.9744667,78.81723839,74.9153949,77.92538845,28993500,77.925392
6/2/00,82.60760063,83.77815367,73.57761999,83.49945057,31677200,83.499443
6/5/00,82.2731569,85.00444734,81.93871317,83.70841012,23784300,83.708397
6/6/00,83.10926622,84.72574423,81.04686323,81.38130696,23200500,81.381294
6/7/00,81.66001007,83.8338943,79.87631019,83.55519119,22524400,83.555176
6/8/00,84.39130051,84.61426299,81.71575069,83.16500684,19313800,83.164986
6/9/00,84.50278175,84.50278175,82.94204436,83.61093181,17014600,83.610924
6/12/00,84.1125974,84.1125974,80.26649454,80.93538199,16484700,80.935356
6/13/00,80.71241951,84.39130051,79.69508539,84.05685678,25187900,84.056885
6/14/00,84.61426299,84.61426299,81.60426945,82.16167566,20274500,82.161659
6/15/00,81.93871317,83.72241305,81.04686323,83.61093181,18807800,83.610924
6/16/00,84.50278175,85.00444734,82.99778498,84.05685678,21203400,84.056885
6/19/00,83.84780894,87.62425654,82.66334125,87.40129405,20042500,87.401291
6/20/00,87.62425654,88.90629082,86.67666598,87.06685033,20988300,87.066856
6/21/00,86.34222225,88.93411387,86.23074101,88.18166275,20880600,88.181648
6/22/00,87.95870026,88.29314399,84.27981926,84.94870672,21526700,84.948669
6/23/00,84.72574423,85.1716692,81.4927882,81.60426945,24888100,81.604271
6/26/00,82.99778498,84.21007571,82.05019442,83.8338943,22169200,83.8339
6/27/00,83.62484645,84.78148486,82.38463814,82.83056311,14786000,82.830582
6/28/00,82.92804142,85.1716692,82.49611939,83.8338943,19259800,83.8339
6/29/00,82.88630373,83.27648808,80.82390075,81.72966533,21355800,81.72966
6/30/00,81.88297255,83.79206832,81.43704758,83.3322287,15153100,83.332245
7/3/00,83.38796933,84.94870672,83.16500684,84.94870672,5212000,84.948669
7/5/00,83.49945057,83.80597672,81.04686323,81.66001007,16489000,81.659996
7/6/00,81.66001007,84.50278175,80.32223516,83.8338943,23594700,83.8339
7/7/00,84.72574423,86.50944411,84.22407864,85.56185355,16603200,85.561852
7/10/00,84.44704113,85.50611293,83.8338943,84.26581633,12659400,84.265831
7/11/00,83.88963492,85.39463169,82.77482249,84.72574423,14374600,84.725754
7/12/00,85.11592858,87.17833157,84.39130051,86.7324066,18252600,86.732384
7/13/00,87.34555343,88.96203145,86.62092536,87.84721902,19566700,87.847191
7/14/00,89.40795642,90.18832511,88.12592213,89.74240014,17219400,89.742401
7/17/00,90.02110325,91.02443443,89.07351269,90.74573132,13140500,90.74572
7/18/00,89.51943766,89.88170443,87.72173484,88.73906896,20684000,88.739059
7/19/00,87.67999716,88.23740337,85.31097349,86.7324066,21828500,86.732384
7/20/00,87.28981281,89.6309189,86.74632124,89.51943766,19521200,89.519424
7/21/00,87.7914784,88.7529836,86.50944411,86.50944411,14411400,86.509445
7/24/00,87.34555343,88.29314399,84.05685678,84.72574423,18579200,84.725754
7/25/00,85.28315045,86.50944411,83.66667243,85.39463169,19065700,85.39463
7/26/00,85.1716692,85.72907542,83.16500684,85.28315045,20318700,85.283142
7/27/00,83.77815367,84.78148486,81.66001007,81.93871317,26141800,81.93869
7/28/00,82.21741628,82.83056311,76.69909478,77.47946348,36485600,77.479462
7/31/00,78.14835093,80.37797578,76.44821472,79.76482895,27609900,79.764824
8/1/00,80.09927267,80.2524916,78.20409155,78.70575714,15751800,78.705734
8/2/00,78.37131342,80.61485291,77.14501975,77.31224161,23578200,77.312233
8/3/00,75.13835739,81.38130696,74.30224807,80.65667889,35874700,80.656677
8/4/00,82.05019442,82.73299651,79.48612584,80.37797578,22283400,80.377968
8/7/00,81.04686323,82.9698674,80.48945702,82.2731569,15103300,82.273132
