Date,"""SPY.Open""","""SPY.High""","""SPY.Low""","""SPY.Close""","""SPY.Volume""","""SPY.Adjusted"""
2/4/08,113.522742,113.5961318,112.2424346,112.3892272,124694300,112.389229
2/5/08,110.8561239,111.1089205,109.0049848,109.3801106,286882500,109.380104
2/6/08,109.7470734,110.2934422,107.9774871,108.4993924,250792900,108.499367
2/7/08,107.4800445,109.9183165,107.4229553,109.2170051,297368100,109.216988
2/8/08,108.5320058,109.4535004,107.7246904,108.5157052,221643500,108.515717
2/11/08,108.5401687,109.4616511,107.6757511,109.0702247,188576300,109.070221
2/12/08,110.0161828,111.1578476,109.2577815,110.0814219,256654400,110.081406
2/13/08,110.9132016,111.7694563,110.2037388,111.2067738,181967800,111.206757
2/14/08,111.6797529,111.7205293,109.9183165,110.2282023,215207200,110.228195
2/15/08,109.6818335,110.2689787,109.2007045,110.2037388,154110300,110.20372
2/19/08,111.4921961,111.6308258,109.7715369,110.5136246,145190000,110.513573
2/20/08,109.2659436,111.3535665,109.0783754,110.839811,220085700,110.839798
2/21/08,111.4432699,111.72868,109.3311835,109.9183165,201051200,109.918274
2/22/08,110.0651091,110.7827341,108.3444498,110.5951651,205491000,110.595161
2/25/08,110.5299252,112.2505853,109.9101666,111.9896387,190107000,111.989609
2/26/08,111.5166597,113.3107095,111.3127901,112.8295806,212420700,112.829567
2/27/08,112.1771955,113.465652,112.0548786,112.7154136,168395800,112.715378
2/28/08,111.9162481,112.5033941,111.3535665,111.614513,170831100,111.614487
2/29/08,110.5788645,110.6440922,108.2792099,109.1273139,252715200,109.127319
3/3/08,108.5727821,109.1191518,107.8388566,108.8663552,189483500,108.866341
3/4/08,107.8306944,108.7848024,106.8195087,108.4504653,282513100,108.450432
3/5/08,108.8011153,109.9020159,107.920397,109.1354646,270681400,109.135445
3/6/08,108.4423032,108.638022,106.4606966,106.8765864,247911700,106.876579
3/7/08,105.8246243,107.4311174,104.8542035,105.775698,326434600,105.775673
3/10/08,105.8817013,105.9550919,104.046875,104.3812244,235683600,104.381195
3/11/08,106.5993263,108.2302829,105.1559264,108.1324296,341440600,108.132416
3/12/08,108.2465957,109.0865376,106.9581392,107.1212324,229161100,107.121223
3/13/08,105.6941453,108.165043,104.8705163,107.3577154,351504200,107.357704
3/14/08,108.2710592,108.3036735,104.2018184,105.6941453,484687800,105.694138
3/17/08,103.2150904,105.408723,102.8073513,104.6258704,405311100,104.625854
3/18/08,106.5177735,109.0212977,105.9958682,108.9723714,334416600,108.972351
3/19/08,109.3882605,109.8041503,106.0447945,106.2731398,345971600,106.273125
3/20/08,106.5779963,108.9218115,105.9305725,108.241612,245320700,108.241592
3/24/08,109.2496128,111.2984016,109.1922525,110.4051322,208977300,110.405106
3/25/08,110.5198643,111.0853317,109.6265949,110.5116733,192947200,110.51165
3/26/08,110.1920631,110.7083488,109.0857122,109.1594653,196934300,109.159439
3/27/08,109.9789808,110.1756686,108.4710755,108.8152704,225153200,108.815224
3/28/08,108.9873736,109.2905911,107.4057029,107.7744824,180896100,107.774483
3/31/08,107.5941874,108.7742922,107.4302867,108.1514645,166692100,108.151466
4/1/08,109.4954699,112.142501,109.4135135,111.9540165,254547300,111.953972
4/2/08,112.314605,112.8227005,111.4377176,112.0277696,210910800,112.027718
4/3/08,111.4213363,112.6342152,111.2164575,112.3064016,175884800,112.306396
4/4/08,112.3719645,113.0603674,111.552449,112.1834792,204446800,112.183464
4/7/08,112.9866012,113.5602719,112.0605568,112.2408519,154245500,112.240852
4/8/08,111.6098208,112.2080639,111.413133,112.1261197,148937300,112.126083
4/9/08,111.9540165,112.1097261,110.5444482,111.3147952,195610600,111.314758
4/10/08,110.9787906,112.003185,110.5526392,111.4705048,192967800,111.470497
4/11/08,110.2166469,110.7329335,109.0037557,109.3069846,222973300,109.306999
4/14/08,109.1512742,109.4380973,108.6267851,108.9381928,160522000,108.938164
4/15/08,109.4708853,109.561032,108.4464909,109.1922525,172389200,109.192238
4/16/08,110.2576128,112.1998736,110.2412315,112.1507043,189268900,112.150665
4/17/08,111.4705048,112.4785056,111.1754792,112.314605,179665700,112.31459
4/18/08,113.8634885,114.3715848,113.3062122,113.4865064,218530600,113.486511
4/21/08,113.2816276,113.8962642,112.9702199,113.5438783,118587400,113.543831
4/22/08,113.2488519,113.3471904,112.1916703,113.043973,162166000,113.043953
4/23/08,113.1668954,113.7323636,112.3719645,112.8636787,193309000,112.863678
4/24/08,113.1587051,114.5191034,112.3064016,113.355393,229381300,113.35537
4/25/08,114.2404591,114.6420258,113.0193891,114.404372,190788100,114.404366
4/28/08,114.6338356,114.9370522,114.2240778,114.4289567,105610200,114.428947
4/29/08,114.232268,114.5109008,113.5930476,113.9782207,125514100,113.978241
4/30/08,114.1503116,115.2156842,113.3062122,113.3062122,208395900,113.30619
5/1/08,113.4045623,115.6500266,113.3144147,115.6500266,187279500,115.650024
5/2/08,116.6498364,116.674421,115.1911004,115.9696377,181585500,115.969612
5/5/08,115.5926671,116.0515941,115.068178,115.4123728,118504500,115.412338
5/6/08,114.7485669,116.535105,114.4781251,116.4121826,179339800,116.412155
5/7/08,116.2810568,116.4039792,114.0191989,114.3388091,199267300,114.338821
5/8/08,114.5191034,114.994424,113.8962642,114.0437836,178321200,114.043709
5/9/08,113.5848565,114.232268,113.4619218,113.8307013,152588200,113.830666
5/12/08,114.1175367,115.1911004,113.6913853,115.1091562,147865900,115.109138
5/13/08,115.3877882,115.4615413,114.5109008,115.1255375,159132200,115.125511
5/14/08,115.6090607,116.535105,115.1091562,115.3632035,181910800,115.363182
5/15/08,115.5844637,116.8875032,115.4123728,116.8055468,166927000,116.805534
5/16/08,117.0759885,117.0841788,116.0515941,116.9120879,204236800,116.912102
5/19/08,117.0350103,118.2560925,116.6170615,117.2316981,165664400,117.231628
5/20/08,116.5924768,116.6498364,115.5516888,116.2810568,178552100,116.281021
5/21/08,116.2154948,116.4695421,113.9126578,114.3142245,252724800,114.314224
5/22/08,114.2650437,114.8714893,113.9126578,114.3306066,170820400,114.330589
5/23/08,113.953636,114.4535413,112.6997781,112.7981159,181376400,112.798111
5/27/08,112.9292416,113.9126578,112.7079692,113.6340258,168322900,113.634003
5/28/08,114.0519738,114.7321733,113.0931423,114.1585149,181288100,114.158485
5/29/08,114.0191989,115.494317,113.9782207,114.7321733,173927200,114.73214
5/30/08,115.1173464,115.3386189,114.683004,115.0190087,117362000,115.018997
6/2/08,114.5928573,114.617442,113.0931423,113.8307013,181069900,113.830666
6/3/08,114.1585149,114.4207533,112.462112,113.1668954,271965700,113.166878
6/4/08,112.8472852,114.0437836,112.6506096,113.1095359,246637700,113.109482
6/5/08,113.5684629,115.4615413,113.355393,115.3713946,237867100,115.371353
6/6/08,114.3633938,114.5682727,111.6344055,111.691765,384276300,111.691742
6/9/08,112.1588954,112.6833845,110.9706003,111.9622067,228263900,111.962212
6/10/08,111.1836695,112.3555832,110.921431,111.4049419,260234900,111.404907
6/11/08,111.4295266,111.6671812,109.7577084,109.7659109,283890100,109.7659
6/12/08,110.3067944,111.3475701,109.421716,110.1838597,252791800,110.183846
6/13/08,110.7739117,111.8802626,110.1592751,111.5770336,244726900,111.577003
6/16/08,111.0853317,112.2162549,111.0115786,111.6425965,185832500,111.642555
6/17/08,112.3309986,112.3719645,110.9378123,111.1017253,191707700,111.1017
6/18/08,110.3805475,111.060747,109.5774264,110.0199591,265893000,110.019936
6/19/08,109.9380026,110.8312835,109.4053224,110.1592751,304204900,110.159264
6/20/08,109.4089605,109.6148642,108.074709,108.371211,289275700,108.371208
6/23/08,108.7912496,108.9065556,108.1570754,108.264137,165096400,108.264137
6/24/08,107.9346961,109.0795196,107.2263867,108.0500014,267300600,108.049973
6/25/08,108.4865163,109.870183,108.0911846,108.5606391,287853900,108.5606
6/26/08,107.5393644,108.2394294,105.4885599,105.6120972,297775000,105.612068
6/27/08,105.6532804,106.1309785,104.6319999,105.0355694,303423400,105.035553
6/30/08,105.3320707,106.1721617,104.8461414,105.4061993,258842600,105.406158
7/1/08,104.203717,105.8097688,103.7177869,105.7356468,388622000,105.735626
7/2/08,106.0733189,106.3780654,103.7342567,103.9236905,288064600,103.923683
7/3/08,104.6896529,104.6896529,102.9435875,104.0307588,239352500,104.030716
7/7/08,104.4260963,104.8790802,102.0623199,102.9682951,372427300,102.968285
7/8/08,102.9435875,104.9202634,102.2929312,104.7967204,375973700,104.7967
7/9/08,105.0108618,105.2085277,102.4494196,102.7788671,336729400,102.778862
7/10/08,102.482365,103.6024817,101.7822942,103.1989122,436475700,103.198898
7/11/08,102.1035031,103.6930801,100.884551,101.9964291,481124600,101.996384
7/14/08,103.1659668,103.3636326,100.810429,101.0739848,322720800,101.073967
7/15/08,100.3162611,101.7081656,98.85022212,99.64912911,502502500,99.649124
7/16/08,100.027991,102.597671,99.73972672,102.0952653,371642900,102.095261
7/17/08,103.0671305,103.9895814,102.2023327,103.1165458,375490600,103.116531
7/18/08,103.9154528,104.1213564,103.0753692,103.7589701,267030100,103.758949
7/21/08,104.195485,104.4343341,103.1083137,103.8166231,222863000,103.81662
7/22/08,103.0753692,105.2579487,102.8282815,104.994392,296904200,104.994377
7/23/08,105.3320707,106.369821,105.052045,105.562682,311698400,105.56266
7/24/08,105.7026948,105.7603544,103.0836069,103.3718704,248634500,103.371834
7/25/08,103.6848415,104.1790094,103.0918382,103.3471628,219131000,103.347145
7/28/08,103.3718704,103.8248551,101.6505126,101.8317086,205201300,101.831696
7/29/08,102.1117409,104.088411,101.8317086,104.0060512,261505600,104.006035
7/30/08,104.6896529,105.9168428,104.0060512,105.859184,354710000,105.859169
7/31/08,104.928502,105.8921352,104.2943146,104.4590417,277402100,104.459038
8/1/08,104.6978907,104.8296658,103.3306872,103.9072215,248690900,103.907188
8/4/08,103.8083853,103.8907451,102.7541595,102.9435875,188239600,102.943565
8/5/08,103.7919097,105.8838917,102.9271177,105.7191712,251577600,105.719147
8/6/08,105.4391447,106.4933706,104.994392,106.1886249,209555400,106.188606
8/7/08,105.3897237,105.7850612,104.2201926,104.6072923,246312500,104.607254
8/8/08,104.253138,107.0122395,104.088411,106.551017,260811700,106.55098
8/11/08,106.6333834,108.3135523,106.4357118,107.6546705,249425800,107.654648
8/12/08,107.3005096,107.6464261,106.0239045,106.5345538,213200800,106.534554
8/13/08,106.0733189,106.7816283,105.1508747,105.8921352,256393200,105.892097
8/14/08,105.2908875,107.3005096,105.2167655,106.6910298,239555300,106.69101
8/15/08,107.0122395,107.4817056,106.4933706,107.2099112,181000800,107.209908
8/18/08,107.4240468,107.46523,105.1426435,105.743878,172275100,105.743843
8/19/08,104.944971,105.1673502,104.2119548,104.5908167,194673700,104.59079
8/20/08,104.9202634,105.3814859,104.0554656,105.0767526,225498200,105.076729
8/21/08,104.3931509,105.7850612,104.269607,105.2579487,180609800,105.257942
8/22/08,105.9744893,106.7816283,105.2579487,106.7816283,167715300,106.781624
8/25/08,106.0815633,106.7816283,104.3931509,104.6155243,171936900,104.615509
8/26/08,104.6155243,105.3156017,104.253138,104.9202634,159117200,104.920227
8/27/08,105.052045,106.1062709,104.8461414,105.9415504,171032800,105.941521
8/28/08,106.476895,107.349924,106.3368822,107.2263867,167537100,107.226349
8/29/08,106.8475191,107.1852035,105.8427085,106.0733189,189195800,106.073288
9/2/08,107.0946059,107.6546705,105.0273316,105.4144313,252364900,105.414406
9/3/08,105.3238329,105.8344764,104.5414015,105.3238329,251947000,105.323814
9/4/08,104.5743469,104.7884883,102.0952653,102.1529183,340042500,102.152901
9/5/08,101.5434452,102.9106421,100.4809815,102.4741272,289503400,102.474098
9/8/08,105.4556079,105.6203407,102.4741272,104.5908167,364075300,104.59079
9/9/08,104.6814143,104.8955566,101.1398757,101.4857921,377326800,101.485786
9/10/08,102.0376123,102.8694655,100.933972,101.8975994,298916600,101.897575
9/11/08,100.5798177,103.5612985,100.151534,103.3718704,375369400,103.371834
9/12/08,102.3670598,103.9483982,101.9881979,103.8495619,297851200,103.849548
9/15/08,100.1762416,103.4871765,98.74315387,98.90787432,483607000,98.907875
9/16/08,96.52762894,100.7445382,96.36290849,100.5633413,581744300,100.563339
9/17/08,98.53725022,100.3574377,95.53929389,96.04169962,624095600,96.041687
9/18/08,97.2277063,100.3080233,93.72734424,98.89140532,776114700,98.891388
9/19/08,104.9559869,106.0328859,102.164344,102.8187665,501087800,102.818756
9/22/08,103.0921276,103.3406446,99.70404882,100.4910092,249966500,100.490997
9/23/08,100.1099535,101.0791595,97.98101277,98.2046792,327470400,98.204659
9/24/08,98.86738059,99.4058305,97.57510728,98.51946184,311818400,98.519463
9/25/08,98.908803,100.9880433,98.11355636,100.060253,328253000,100.060234
9/26/08,98.43662531,100.6484034,98.17154309,100.1099535,285917400,100.109924
9/29/08,98.69342122,98.85909512,91.92554258,92.26517585,459562300,92.265167
9/30/08,94.02963349,96.75501084,91.56105288,96.08401734,328154400,96.084007
10/1/08,95.48758153,96.663888,94.39411739,96.14200407,332783000,96.141991
10/2/08,95.22249931,95.35504373,92.00009447,92.65451619,365337800,92.654495
10/3/08,93.49118441,95.63669027,90.85692907,91.40365783,461798000,91.403641
10/6/08,88.76112447,89.1504648,83.36835568,86.74815558,610637500,86.748138
10/7/08,88.50432111,88.91023322,82.54826007,82.86304271,540012100,82.863029
10/8/08,80.78380243,84.64406467,80.1956521,80.77552276,725414800,80.775482
10/9/08,82.55654554,83.35179136,74.76146835,75.13423773,534485200,75.134232
10/10/08,71.87041711,77.8181993,69.2361626,73.31179999,871026300,73.311798
10/13/08,77.76021339,83.95650602,74.51295129,83.95650602,455584000,83.956497
10/14/08,86.73158462,87.41914327,80.44416916,82.71393314,546268300,82.713921
10/15/08,80.73410117,81.01575434,74.31414129,74.57093803,484627500,74.570915
10/16/08,75.62298638,78.50575215,71.68817226,77.67737023,708811200,77.677376
10/17/08,76.20285124,81.67017026,75.9212047,77.21347801,476649000,77.213455
10/20/08,78.98621449,82.0926467,77.94245162,81.85241594,321294200,81.852394
10/21/08,80.32819569,81.71159184,78.87852733,79.40869176,356502000,79.408684
10/22/08,77.20519253,79.40869176,72.5082687,75.08453647,516168000,75.084526
10/23/08,74.79460446,76.58390609,71.08345097,75.95433998,634666400,75.954315
10/24/08,69.63378261,74.48810066,69.58408135,72.10236322,545812600,72.102348
10/27/08,71.21599456,74.14846739,69.33556429,69.54265977,397288600,69.542656
10/28/08,72.35087365,78.06671056,70.02312294,77.66909055,639939500,77.669067
10/29/08,77.67737023,80.49386959,76.29397325,77.10579085,531270100,77.105789
10/30/08,79.34241955,79.97199146,76.9566821,79.77318146,414582100,79.77317
10/31/08,78.76255469,81.65360593,78.26552636,80.21222305,411394000,80.212189
11/3/08,80.17080147,80.9246315,79.48324282,80.44416916,205419400,80.44416
11/4/08,82.05951142,83.55060136,80.11281473,83.17783198,346793400,83.177818
11/5/08,82.17548406,83.42634242,78.69628248,79.68205862,387844100,79.68206
11/6/08,78.24895541,79.06077218,74.60407413,75.26678215,477721900,75.266792
11/7/08,75.9212047,77.86790056,74.96856383,77.75192792,380391000,77.751915
11/10/08,78.87024185,79.13532407,75.31648258,76.73301484,301773000,76.733002
11/11/08,75.18394479,76.32710936,73.43605894,74.36384255,418498200,74.363831
11/12/08,73.08813936,73.68456937,70.51187158,71.09173644,454330600,71.091713
11/13/08,71.34853235,75.98747608,68.00186857,75.52357806,753141900,75.523567
11/14/08,74.06563085,76.26083797,71.6716013,71.75444447,540352300,71.754433
11/17/08,71.55562783,73.36150125,70.54500769,70.8018036,415254900,70.801788
11/18/08,70.53672221,72.25147196,68.68114837,72.13549932,523811800,72.135475
11/19/08,71.16629413,71.96153995,67.03266338,67.51312655,558327600,67.5131
11/20/08,66.37824083,68.34979394,62.17006564,62.50141344,814180400,62.501392
11/21/08,64.16646276,67.01609905,61.58190868,65.87292786,718536500,65.872887
11/24/08,67.8610453,72.06094163,66.56877198,70.4373139,523305300,70.437294
11/25/08,72.31774417,72.49170355,69.4349726,70.95919865,454112400,70.959206
11/26/08,69.83259841,73.88338517,69.78289135,73.70114032,370134200,73.701111
11/28/08,73.41948716,74.66206004,73.29523484,74.62892393,118308100,74.628883
12/1/08,72.49170355,72.52483965,67.81134487,68.01844035,369927100,68.01841
12/2/08,69.14503976,70.81836875,67.96045361,70.6361239,469508400,70.636139
12/3/08,69.08705385,72.75678576,68.87167207,72.33430933,519863500,72.334305
12/4/08,71.29054645,72.93903061,69.36870039,70.66098033,444173800,70.660965
12/5/08,69.29414933,73.24552778,68.12612751,72.8396223,471905300,72.839622
12/8/08,74.83601941,76.52591936,72.96388124,75.38275479,412859300,75.382744
12/9/08,74.86087667,76.31882388,73.7094258,74.14018191,370790000,74.14016
12/10/08,74.81945509,75.68097311,73.72599095,74.64549571,396187400,74.645493
12/11/08,74.17331802,75.38275479,72.37573091,72.84790777,365061000,72.8479
12/12/08,70.86807581,73.78397769,70.57813717,73.71770548,415060400,73.717697
12/15/08,73.74255611,73.8502499,71.48107678,72.69051355,256694200,72.690506
12/16/08,76.1117284,76.22770187,73.04671778,76.1117284,377699500,76.11171
12/17/08,75.25021037,76.56734094,74.60407413,75.37446932,281819800,75.374443
12/18/08,75.71410922,75.93776902,73.07156841,73.96622254,374673300,73.966225
12/19/08,74.40799139,75.67735752,73.56453211,73.64804778,301451300,73.648018
12/22/08,73.97373933,74.04889558,71.39325677,72.70437404,243759500,72.704369
12/23/08,73.09687496,73.43091841,71.65214397,71.95278317,221625200,71.952766
12/24/08,72.19495822,72.54570798,71.81916278,72.37033644,62061600,72.370346
12/26/08,72.85469322,72.90480379,72.23671605,72.78788971,74767700,72.78788
12/29/08,72.85469322,72.92985615,71.48511849,72.57911307,127795900,72.579094
12/30/08,73.08017533,74.36624024,72.55405403,74.29943005,168256300,74.299416
12/31/08,74.3912926,75.96964314,74.21592106,75.36001285,193987200,75.360008
1/2/09,75.5270375,78.03235714,75.0343213,77.63150349,227566300,77.631493
1/5/09,77.35591666,78.21608225,76.73793949,77.53964093,240349700,77.539619
1/6/09,78.19937594,78.87581057,77.39767449,78.0574095,328260900,78.057381
1/7/09,76.82980204,77.04693141,75.32660776,75.71910867,280899200,75.719078
1/8/09,75.29320934,76.06985175,74.88400212,76.02810059,263834400,76.028091
1/9/09,76.12831589,76.26192959,71.28469543,74.39963866,330953600,74.399643
1/12/09,74.19086202,74.24932616,72.1615598,72.61251149,277858500,72.612503
1/13/09,72.42879306,73.38916058,71.98618158,72.74613188,356432300,72.746117
1/14/09,71.4350146,71.61038614,69.44746353,70.45794162,435491600,70.457939
1/15/09,70.24916498,71.19283287,68.24490761,70.48299398,532647300,70.482971
1/16/09,71.7022487,71.81081004,69.35560098,71.03416096,399237200,71.034157
1/20/09,70.3410267,71.03416096,66.85028135,67.28453424,419855200,67.284538
1/21/09,68.42863188,70.34937359,67.20102443,70.19070752,364360700,70.190681
1/22/09,68.82947968,70.18235479,67.7855965,69.10506651,427940300,69.105057
1/23/09,67.56012107,70.14059695,67.28453424,69.4057057,386800600,69.405708
1/26/09,69.80655267,71.28469543,69.15517123,69.8817156,317978800,69.881699
1/27/09,70.25751104,71.10932389,69.56437761,70.59155532,273789700,70.59153
1/28/09,72.15320707,73.44761803,71.87762024,72.97996004,330007000,72.979965
1/29/09,71.91102533,73.06346986,70.5414506,70.60826079,294392500,70.608269
1/30/09,70.96735661,71.31810052,68.65410814,69.1718767,383383600,69.171875
2/2/09,68.11964079,69.46416232,67.90251142,68.96310007,288233300,68.963081
2/3/09,69.39735213,70.44958888,68.66246088,69.93182032,278385800,69.931793
2/4/09,70.39948416,71.29304816,69.34724824,69.58942998,322989300,69.589417
2/5/09,69.06330868,71.22623797,64.91283417,70.62496042,417679400,70.624939
2/6/09,70.86714215,72.93820221,70.71682214,72.6375697,366101700,72.63755
2/9/09,72.62086423,73.27224649,72.08639687,72.73777831,240075200,72.737762
2/10/09,72.04463904,72.67932168,68.85453204,69.4057057,536212800,69.405708
2/11/09,69.68963859,70.19070752,68.81278089,69.8149054,324442500,69.814888
2/12/09,68.62070304,69.99863051,67.68538789,69.86501681,469302200,69.865021
2/13/09,69.77315425,70.34937359,69.09671377,69.11341925,293998400,69.113403
2/17/09,66.9421439,69.28043805,66.11538341,66.15714125,478910100,66.157112
2/18/09,66.63315198,66.75841879,65.37213942,65.99846933,362964800,65.998459
2/19/09,66.67490313,66.93379117,65.15501005,65.2886296,316867500,65.288605
2/20/09,64.07772762,65.42224331,63.27602033,64.65394696,477176600,64.653938
2/23/09,65.36378669,65.36378669,62.29059377,62.34070517,379641400,62.34071
2/24/09,62.87517253,65.09655259,62.38245633,64.70405753,426260900,64.704041
2/25/09,64.42011796,65.4890535,63.15910541,64.19464254,461985800,64.194626
2/26/09,64.98799125,66.53293668,63.07559643,63.15075936,363353900,63.150761
2/27/09,61.80623699,63.20921598,61.63921234,61.73942679,470510900,61.739407
3/2/09,60.56192406,61.73107406,58.76645,58.95852033,426452600,58.9585
3/3/09,59.80198045,59.87713669,58.15681888,58.51591553,443761000,58.515911
3/4/09,59.48464163,60.85421636,58.51591553,59.9021949,462753100,59.902168
3/5/09,58.54096706,59.9021949,56.92921143,57.45533273,485549400,57.455326
3/6/09,57.95639582,58.83325351,56.03564743,57.55554134,490470000,57.555531
3/9/09,56.74548715,58.45745808,56.56176873,56.87910754,379905300,56.879089
3/10/09,58.04825754,60.43666309,57.93134346,60.26963761,406227900,60.269638
3/11/09,60.96277771,61.58910761,59.98570472,60.66213852,356648300,60.662121
3/12/09,60.64543973,63.2593207,60.1026188,63.05054407,409702700,63.050533
3/13/09,63.47645007,64.28650426,62.40751453,63.54325359,337474700,63.543259
3/16/09,64.26979879,65.11325807,63.30942543,63.35118326,360644900,63.35117
3/17/09,63.5265548,65.43894962,63.00878623,65.2886296,356814300,65.288605
3/18/09,64.97963851,67.56012107,64.36166134,66.75006606,473273200,66.750023
3/19/09,67.5851726,67.64363006,65.71453561,65.92331225,428520400,65.923286
3/20/09,66.24376519,66.36992945,64.3681457,64.51954079,371078200,64.519516
3/23/09,66.22694015,69.21279032,65.8652741,69.15391445,419933300,69.153885
